SchemeCode,Date,NAV
100033,2009-01-01,83.28000
100033,2009-01-02,84.20000
100033,2009-01-05,86.27000
100033,2009-01-06,87.27000
100033,2009-01-07,80.74000
100033,2009-01-09,78.16000
100033,2009-01-12,76.02000
100033,2009-01-13,75.52000
100033,2009-01-14,77.37000
100033,2009-01-15,75.59000
100033,2009-01-16,76.82000
100033,2009-01-19,76.98000
100033,2009-01-20,75.69000
100033,2009-01-21,73.59000
100033,2009-01-22,72.80000
100033,2009-01-23,71.51000
100033,2009-01-27,73.22000
100033,2009-01-28,74.77000
100033,2009-01-29,74.45000
100033,2009-01-30,75.67000
100033,2009-02-02,73.45000
100033,2009-02-03,73.72000
100033,2009-02-04,73.70000
100033,2009-02-05,73.09000
100033,2009-02-06,74.44000
100033,2009-02-09,76.26000
100033,2009-02-10,76.61000
100033,2009-02-11,76.72000
100033,2009-02-12,76.06000
100033,2009-02-13,77.13000
100033,2009-02-16,74.73000
100033,2009-02-17,73.00000
100033,2009-02-18,72.89000
100033,2009-02-19,72.85000
100033,2009-02-20,71.53000
100033,2009-02-24,70.89000
100033,2009-02-25,71.23000
100033,2009-02-26,71.40000
100033,2009-02-27,70.96000
100033,2009-03-02,69.11000
100033,2009-03-03,68.25000
100033,2009-03-04,68.38000
100033,2009-03-05,66.74000
100033,2009-03-06,67.24000
100033,2009-03-09,66.01000
100033,2009-03-12,67.02000
100033,2009-03-13,69.65000
100033,2009-03-16,71.14000
100033,2009-03-17,70.66000
100033,2009-03-18,71.57000
100033,2009-03-19,71.56000
100033,2009-03-20,71.16000
100033,2009-03-23,74.01000
100033,2009-03-24,73.92000
100033,2009-03-25,75.65000
100033,2009-03-26,77.68000
100033,2009-03-27,78.89000
100033,2009-03-30,75.40000
100033,2009-03-31,76.69000
100033,2009-04-01,77.91000
100033,2009-04-02,81.07000
100033,2009-04-06,82.53000
100033,2009-04-08,84.12000
100033,2009-04-09,84.89000
100033,2009-04-13,87.04000
100033,2009-04-15,90.42000
100033,2009-04-16,86.77000
100033,2009-04-17,87.89000
100033,2009-04-20,88.71000
100033,2009-04-21,88.67000
100033,2009-04-22,87.97000
100033,2009-04-23,89.53000
100033,2009-04-24,91.29000
100033,2009-04-27,91.15000
100033,2009-04-28,88.02000
100033,2009-04-29,90.03000
100033,2009-05-04,94.32000
100033,2009-05-05,95.00000
100033,2009-05-06,93.35000
100033,2009-05-07,94.82000
100033,2009-05-08,93.62000
100033,2009-05-11,91.68000
100033,2009-05-12,94.56000
100033,2009-05-13,94.05000
100033,2009-05-14,93.97000
100033,2009-05-15,96.18000
100033,2009-05-19,113.83000
100033,2009-05-20,116.01000
100033,2009-05-21,114.66000
100033,2009-05-22,116.11000
100033,2009-05-25,117.38000
100033,2009-05-26,114.10000
100033,2009-05-27,119.02000
100033,2009-05-28,119.99000
100033,2009-05-29,123.29000
100033,2009-06-01,126.53000
100033,2009-06-02,126.96000
