Date,NAV
2014-01-28,9.99990
2014-01-29,10.00140
2014-01-30,10.00350
2014-01-31,10.00230
2014-02-03,10.00930
2014-02-04,10.01250
2014-02-05,10.01500
2014-02-06,10.01740
2014-02-07,10.01890
2014-02-10,10.02730
2014-02-11,10.02830
2014-02-12,10.02370
2014-02-13,10.02510
2014-02-14,10.01680
2014-02-17,10.02520
2014-02-18,10.02600
2014-02-20,10.03210
2014-02-21,10.03410
2014-02-24,10.04090
2014-02-25,10.04140
2014-02-26,10.04270
2014-02-28,10.04730
2014-03-03,10.05350
2014-03-04,10.05460
2014-03-05,10.06310
2014-03-06,10.06570
2014-03-07,10.07250
2014-03-10,10.08250
2014-03-11,10.09240
2014-03-12,10.09400
2014-03-13,10.09740
2014-03-14,10.09930
2014-03-18,10.10990
2014-03-19,10.11480
2014-03-20,10.11910
2014-03-21,10.12860
2014-03-24,10.14230
2014-03-25,10.14360
2014-03-26,10.14400
2014-03-27,10.14700
2014-03-28,10.15830
2014-03-31,10.16570
2014-04-02,10.16550
2014-04-03,10.16960
2014-04-04,10.16930
2014-04-07,10.17640
2014-04-09,10.17800
2014-04-10,10.17850
2014-04-11,10.18190
2014-04-15,10.19300
2014-04-16,10.19900
2014-04-17,10.20280
2014-04-21,10.21280
2014-04-22,10.21600
2014-04-23,10.21830
2014-04-25,10.22400
2014-04-28,10.22940
2014-04-29,10.23230
2014-04-30,10.23590
2014-05-02,10.24260
2014-05-05,10.25200
2014-05-06,10.25520
2014-05-07,10.25870
2014-05-08,10.26510
2014-05-09,10.26940
2014-05-12,10.28250
2014-05-13,10.28420
2014-05-15,10.29060
2014-05-16,10.29440
2014-05-19,10.30220
2014-05-20,10.30390
2014-05-21,10.30900
2014-05-22,10.31260
2014-05-23,10.32030
2014-05-26,10.32680
2014-05-27,10.33050
2014-05-28,10.33290
2014-05-29,10.33830
2014-05-30,10.34060
2014-06-02,10.34550
2014-06-03,10.34980
2014-06-04,10.35680
2014-06-05,10.36110
2014-06-06,10.36260
2014-06-09,10.37340
2014-06-10,10.37860
2014-06-11,10.38090
2014-06-12,10.38290
2014-06-13,10.38240
2014-06-16,10.38420
2014-06-17,10.38640
2014-06-18,10.38570
2014-06-19,10.38590
2014-06-20,10.38880
2014-06-23,10.39460
2014-06-24,10.39610
2014-06-25,10.39730
2014-06-26,10.40090
2014-06-27,10.40140
2014-06-30,10.41040
2014-07-02,10.41850
2014-07-03,10.42110
2014-07-04,10.42550
2014-07-07,10.43370
2014-07-08,10.43520
2014-07-09,10.43550
2014-07-10,10.43690
2014-07-11,10.42890
2014-07-14,10.43500
2014-07-15,10.43870
2014-07-16,10.44410
2014-07-17,10.44650
2014-07-18,10.45060
2014-07-21,10.45880
2014-07-22,10.46220
2014-07-23,10.46390
2014-07-24,10.46730
2014-07-25,10.46960
2014-07-28,10.47430
2014-07-30,10.47990
2014-07-31,10.48240
2014-08-01,10.48300
2014-08-04,10.48960
2014-08-05,10.49170
